i also like the acer arcade but these were reallythe only two things i liked about this laptop.,acer arcade,1
reason why? it's because when you buy it[comma] you know first thing that you will not lose any value for that laptop[comma] the price will stay the same for the next year[comma] and even if apple does decides to change mode[comma] your laptop value will only drop 10-20%[comma] unlike pc laptops which drop more than 80%.,price,1
but guess what?  (you have to buy an external dvd drive it doesn't have a built in type) the notebook can't be used because it doesn't read anything for an external drive.,external dvd drive,-1
i had to re-install windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,windows,-1
the mouse is way way way to sensitve.,mouse,-1
the paint wears off easily due to the keyboard being farther back than usual.,keyboard,-1
the tech store i purchased this from sent it back[comma][comma][comma][comma][comma]eventually i got a new or repaired machine approximately 3 weeks later.,tech store,-1
_ i sent it back and found this time that the battery was faulty[comma] so i got a new one and some other fixes they found.,battery,-1
this computer was so challenging to carry and handle.,carry,-1
i am addicted to photo booth!,photo booth,1
there was a little difficulty doing the migration as the firewire cable system can't be used with the ibook.,ibook,0
great laptop that offers many great features!,features,1
i love my apple[comma] it is quick and easy to use.,use,1
the other lock-up problems are from a myriad of causes[comma] the most common being a corrupted version of appleworks which can render the browser useless.,browser,-1
i play a lot of casual games online[comma] and the touchpad is very responsive.,touchpad,1
it didn't come with any software installed outside of windows media[comma] but for the price[comma] i was very pleased with the condition and the overall product.,price,1
the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side.,wireless switch,-1
you know[comma] using the computer should be fun[comma] not aggrevation[comma] especially when you are playing games or working with photos.,playing games,0
crisp screen[comma] great battery life[comma] and plenty of storage.,screen,1
i even got my teenage son one[comma] because of the features that it offers[comma] like[comma] ichat[comma] photobooth[comma] garage band and more!,ichat,1
the internet was locekd and froze every time it was trying to be used[comma] and the command prompt would not work at all.,internet,-1
learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on windows machines.,shortcuts,0
the program came with the computer and works beautifully.,program,1
the battery life[comma] before the battery completely died of course[comma] left much to be desired.,battery life,-1
have had many higher priced computers crash and burn long before ever got to use all that great memory and speed[comma] etc.,memory,-1
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,-1
the processor screams[comma] and because of the unique way that apple osx 16 functions[comma] most of the graphics are routed through the hardware rather than the software.,osx 16,1
i respond that i do not have the old computer and this way i would lose the data on my hard drive.,hard drive,-1
acer was no help and garmin could not determine the problem(after spending about 2 hours with me)[comma] so i returned it and purchased a toshiba r700 that seems even nicer and i was able to load all of my software with no problem.,software,1
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor.,ports,0
this is my first dell i heard their customer service was lacking and that they were working on improving it!,customer service,-1
i got it back and my built-in webcam and built-in mic were shorting out anytime i touched the lid[comma] (mind you this was my means of communication with my fiance who was deployed) but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.,built-in webcam,-1
windows also shuts the computer down for no reason without warning.,windows,-1
i wish iwork or ms office came with the mac[comma] but ms office doesn't even come with most pc laptops.,ms office,-1
i upgraded the memory and replaced the base windows 7 starter to win 7 home[comma] and it runs just fine.,windows 7 starter,0
its fast[comma] has high definition quality in the videos.,high definition quality,1
the computer itself was fast[comma] ran smoothly[comma] and had no problems.,ran,1
also[comma] my sister got the exact same laptop (since they were so cheap) and after 8 months[comma] the screen split in half just from everyday use.,screen,-1
the difference is it's a whole lot of fun using the laptop now[comma] still learning the apple navigation[comma] but is fun and comes with a lot of cool apps.,apple navigation,0
unable to boot up this brand new laptop.,boot up,-1
and plenty of storage with 250 gb(though i will upgrade this and the ram..),ram,0
waiting for the i7 was well worth it[comma] great value for the price.,price,1
the dvd drive randomly pops open when it is in my backpack as well[comma] which is annoying.,dvd drive,-1
this computer was so challenging to carry and handle.,handle,-1
the size is perfect and i do not recomend anything bigger except for any person who can exceed the limited space it gives you.,space,-1
"there is a small red circle next to it with a x in the middle[comma] and when i click on it it says: "" consider replacing your battery"" and it does not hold full charge.",battery,0
the screen is nice and the images comes very clear[comma] the keyboard and the fit just feels right.,fit,1
in the shop[comma] these macbooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it[comma] get it home[comma] break the seal and use it (very clever con).,edge,-1
going to bring it to service today.,service,0
the macbooks are small enough to be very portable yet hold tons of information and performance.,performance,1
the graphics are great.,graphics,1
(beware[comma] their staff could send you back making you feel that only they know what a computer is.,staff,-1
the programs are esay to use and are quick to process this computer works like a charm.,use,1
again[comma] decent comp for the price[comma] and i was in need of one quickly as my other laptop died on me.,price,1
everything i have tried has worked and i never have to carry the wall charger cause the battery is so awesome.,battery,1
the processor is very quick and effective as i load webpages and applications.,load,1
the computer was shipped to their repair depot_ on june 24 and returned on july 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,0
i am most impressed with the programming[comma] including the iphoto.,programming,1
then the hard drive failed;,hard drive,-1
the graphics are stunning.,graphics,1
) i also purchased  applecare  for $300[comma] which is a three year extended warranty[comma] since i ve never seen any laptop that lasted more than two.,extended warranty,0
previous laptops were pc's[comma] still have them[comma] but the mac osx is a clean and smooth operating system.,operating system,1
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it.,mozzilla firfox,1
it has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.,battery life,1
processor - when compared to my 3 week old early 2011 edition there i barely experience any difference in performance (2.3 ghz v/s 2.4 ghz).,processor,0
the macbook arrived in a nice twin packing and sealed in the box[comma] all the functions works great.,twin packing,1
externally the keys on my keyboard are falling off[comma] after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit[comma] and the screen has a terrible glare.,paint,-1
itunes is a handy music-management program[comma] and it is essential for anyone with an ipod.,program,1
because we did not purchase the extended warranty in time[comma] we are on the hook for the repair.,extended warranty,-1
the price is great for this model[comma] i only plan on using it for media in the entertainment room.,price,1
the battery life seems to be very good[comma] and have had no issues with it.,battery life,1
or the cursor would show up some place else.,cursor,-1
it took several weeks just to get them to acknowledge that i owned the warranty.,warranty,-1
it runs very quiet too which is a plus.,runs,1
if you really want a bang-up system and don't need to run windows applications[comma] go with an apple;,windows applications,0
_ i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,-1
anyway[comma] in early july of this year[comma] the dvd burner stopped working[comma] and the computer stared having issues with power supply.,power supply,-1
( the ibook backup also uses a firewire connection).,firewire connection,0
i ordered through macmall[comma] which saved me the sales tax i would have incurred buying locally.,sales tax,1
acer has set me up with free recovery discs[comma] when they are available since i asked.,recovery discs,1
games being the main issue.,games,-1
_ after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,-1
despite the claims of the apple apologists (a vice of which i am recently myself reformed) the internals of mac laptops are no different from pcs' at this point.,internals,-1
overall : poor[comma] features: average[comma] performance: poor[comma] battery life: excellent[comma] price-value: poor,features,0
it is in the best condition and has a really high quality.,quality,1
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",shipping,1
the material this pro is made out of seems a lot nicer than any pc  specs: like i said this performs a lot better than any computer i've had in the past.,specs,-1
at first it worked well for a month or so then the system board failed and i send it in to toshiba some complaints and three weeks later i then receive my laptop back only to discover that it still has the same problem so now i have to send it back again to get it fixed again.,system board,-1
i think part of the problem with this computer is vista[comma] yet i know vista isn't the entire issue because my latest purchase was my acer and it also has vista (i should have waited the few months to get the next operating system).,operating system,0
after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,motherboard,0
"i love a ""pc"" but i was ready for a change and tired of the windows system.",windows system,-1
its small enough where i can take it pretty much anywhere[comma] but still has a big enough screen to get everything done.,screen,1
i had always used pcs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,-1
but sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.,adding the bluetooth,-1
oh yeah[comma] and if the fancy webcam breaks guess who you have to send it to to get it fixed?,webcam,-1
i custom ordered the machine from hp and could not understand the techie due to his accent.,techie,-1
_ after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,0
i contacted acer and they are giving me free recovery dvds[comma] so don't go and pay for them[comma] just ask for them and they should give them to you.,recovery dvds,1
the processor is very quick and effective as i load webpages and applications.,applications,0
first[comma] you ll discover that the word processing program known as  appleworks  rarely translates perfectly on anyone else s computer[comma] if it translates at all.,word processing program,-1
screen[comma] keyboard[comma] and mouse: if you cant see yourself spending the extra money to jump up to a mac the beautiful screen[comma] responsive island backlit keyboard[comma] and fun multi-touch mouse is worth the extra money to me alone.,multi-touch mouse,1
all in all[comma] a very disappointing experience except that i learned how good the geek squad is and also customer service.,customer service,1
it didn't come with any software installed outside of windows media[comma] but for the price[comma] i was very pleased with the condition and the overall product.,windows media,0
it is loaded with programs that is of no good for the average user[comma] that makes it run way to slow.,programs,-1
keyboard is reasonable size.,keyboard,1
also you may need to charge it once a day[comma] if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.,charge,0
the computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,-1
_ we have had numerous problems with vista[comma] such as adobe flash player just quits and has to be uninstalled and then reinsalled[comma] internet explore just quits and you lose whatever you were working on[comma] also[comma] the same windows update has appeared on this computer since we got it and has been updated probably 400 times[comma] the same update.,vista,-1
though the picture[comma] video[comma] and music software is nowhere close to professional grade software im used to (cs5) but does the job for beginner and even intermediate media designers.,music software,-1
i noticed windows has a new system called windows 7[comma] what about us vista users?_ they should get all the bugs out of vista before investing in a new system.,vista,0
there is no need to open a program first and the cliick open or import.,program,1
its pretty fast and does not have hiccups while i am using it for web browsing[comma] uploading photos[comma] watching movies (720p) on occasion and creating presentations.,creating presentations,1
it seems they could have updated xp and done without creating vista.,xp,1
i will never go back to windows!,windows,-1
the quality[comma] engineering design and warranty are superior--covers damage from dropping the laptop.,warranty,1
the body is a bit cheaply made so it will be interesting to see how long it holds up.,body,-1
but the machine is awesome and ilife is great and i love snow leopard x.,snow leopard x,1
compared to similarly spec'd pcs[comma] this machine is good value[comma] well built and works easily right out of the box.,built,1
i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program.,vmware program,0
love the graphics[comma] awesome programs (including garageband)[comma] and really cool default background.,default background,1
the other lock-up problems are from a myriad of causes[comma] the most common being a corrupted version of appleworks which can render the browser useless.,appleworks,-1
"i made a photo book as a gift[comma] on my computer[comma] pushed ""buy"" and it drew from my itunes account and sent the book to my house[comma] the book was of perfect quality-exactly how i had created it and looked better than i had even imagined.",itunes,0
it did fairly well[comma] other than it's poor performance[comma] overheating and occational blue screen.,performance,-1
the display is awesome.,display,1
love that it doesn't take up space like a regular computer.,space,1
it gives me the power and speed that i need to run all the programs i use to edit.,speed,1
the driver updates don't fix the issue[comma] very frustrating.,driver updates,-1
what i'd like is for the laptop to run well without having to purchase additional memory.,memory,-1
the ease of set up was terrific.,set up,1
you can even run a parallels type program easily and run any leftover pc software that you absolutely cannot be without.,software,1
it has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,1
they said that my computer was covered on an extended warranty[comma] and that products with_ extended warranties are taken care of through third parties and not sony itself anymore.,extended warranties,0
i had my iworks[comma] itunes[comma] email[comma] ms office[comma] network and printers set up and completely working perfectly within an hour.,ms office,1
i love the operating system and the preloaded software.,preloaded software,1
they went through asking me open up various components[comma] taking battery out[comma] hard disk apart[comma] and after 2 hours on phone could not fix it.,battery,0
1.you can not change your desktop background (window's 7 starter does not support that function).,function,-1
:-)if you buy this - don't go into it expecting 7 hrs of battery life[comma] and you'll be perfectly satisfied.,battery life,-1
not only are the versions of these programs able to be saved[comma] worked on and opened on both a pc and mac[comma] the versions of these programs on a mac are graphically and functionally superior.,programs,1
while i mostly use it for email[comma] internet and gaming[comma] i'm confident all other applications live up to the high standard i've come to appreciate from mac laptops.,gaming,0
the only problem is that i had to add 1 gb ram[comma] the computer was kinda slow.,ram,-1
they only stay charged a little over an hour.,charged,-1
the key bindings take a little getting used to[comma] but have loved the macbook pro.,key bindings,-1
u can do what u want in just few seconds[comma] even to start up your computer takes few seconds.,start up,1
_ it gets stuck all of the time you use it[comma] and you have to keep tapping on it to get it to work.,work,-1
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english.,warrenty,0
it's still beautiful and has better color reproduction than i could ever expect from a notebook.,color reproduction,1
the built-in webcam is great for skype and similar video-chat services.,built-in webcam,1
i've been impressed with the battery life and the performance for such a small amount of memory.,battery life,1
still testing the battery life as i thought it would be better[comma] but am very happy with the upgrade.,battery life,-1
newegg's rma service was great as always[comma] i contacted them late friday night[comma] and they issued me an rma number and a prepaid ups shipping label the very next morning on saturday.,rma service,1
i thought the price was great for the specs.,specs,1
i wiped nearly everything off of it[comma] installed openoffice and firefox[comma] and i am operating an incredibly efficient and useful machine for a great price.,openoffice,0
setting would change for some reason[comma] the screen size would change on it's own[comma] like the pixel sizes and whatnot.,pixel sizes,-1
it had a cooling system malfunction after 10 minutes of general use[comma] and would not move past this error.,cooling system,-1
although the price is higher then dell laptops[comma] the macbooks are worth the dough.,price,-1
bigger hd[comma] better graphics card[comma] and a bid hd.,graphics card,1
after talking it over with the very knowledgeable sales associate[comma] i chose the macbook pro over the white macbook.,sales associate,1
i reinstalled windows through the recovery discs and everything seemed good again.,windows,1
in the first moth of owning this computer its hardrive failed which had to be replaced.,hardrive,-1
summary: hp knew they were shipping out bad bios and did nothing proactive to resolve it.,bios,-1
i love this program[comma] it is superior to windows movie maker.,program,1
the mouse buttons are hard to push.,mouse buttons,-1
i just took the broken cords into the apple store and they gave me new ones.,cords,1
/ awesome cooling system/ much better grafics card (ati 5870) / 8gb ram/ led backlit screen...,cooling system,1
oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all i use the old word processer which works good.,word processer,1
i am constantly trying to uninstall programs[comma] clean cookies[comma] and delete unused files.,programs,0
the only bad part is the size/weight.,size,-1
however[comma] i love this particular mac because its very fast[comma] great size[comma] and has fantastic features like the lighted keyboard and easy mouse pad.,size,1
i had to adjust my mousepad sensitivity[comma] because it is very sensitive.,mousepad sensitivity,-1
microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,-1
i can have both osx and windows xp running at the same time!,osx,1
in fact[comma] somehow (and i never opened it up) some specks of dust or something got inside the screen and are now there permanently[comma] behind the front of the screen[comma] in the way of the display.,screen,-1
_ the battery is irreplaceable.,battery,-1
overall[comma] i experienced a huge change in that my mac runs pretty fast compared to my old pc.,runs,1
oh yea[comma] has no numeric pad on the side.,numeric pad,-1
i also purchased iwork to go with it which has programs for word processing[comma] spreadsheets[comma] and presentations (similar to microsoft office).,microsoft office,0
i was originally concerned that i couldn't view work i had done in college on my mac because of the pc formatting[comma] but i was even more thrilled to learn of programs like ilife and iwork that allow you to convert your pc documents into readable files on macs.,ilife,1
before[comma] i reloaded with windows 7 ultimate and used only the downloaded drivers from acer's site.,drivers,0
mac is not made for gaming.,gaming,-1
i paid for extra memory and the 17-inch screen[comma] as well as the top of the line dvd and cd burners.,memory,0
so[comma] after apple replaced the hard drive i enjoyed another 4 months of my new computer[comma] until it froze this morning--completely.,hard drive,0
the keyboard[comma] which generally felt okay even for someone used to a desktop keyboard[comma] now looks terrible.,desktop keyboard,0
it is easy to navigate and update programs.,navigate,1
it took toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,-1
lightweight[comma] long battery life[comma] excellent transition from pc;,battery life,1
it is fast and i have not had a problem with internet connection or any other problems.,internet connection,1
but it  has a major design flaw.,design,-1
they also have a longer service life than other computers (i have several friends who still use the older apple powerbooks).,service life,1
also[comma] the extended warranty was a problem.,extended warranty,-1
[comma] applications respond immediately (not like the tired ms applications).,ms applications,-1
i also liked the glass screen.,glass screen,1
a great feature is the spotlight search: one can search for documents by simply typing a keyword[comma] rather than parsing tens of file folders for a document.,spotlight search,1
i recommend for word processing and internet users.,internet,1
there is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,1
all of the programs (keynote[comma] pages[comma] numbers) have an option to save your documents as microsoft compatible[comma] which really eliminates the need for the actual.,numbers,0
called acer many times[comma] they want me to pay the shipping to ship it to their repair center - i was very disappointed since it is a brand new computer!,repair center,0
lots of preloaded software.,preloaded software,1
i'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,-1
the rep did not even answer my question[comma] i had to ask him[comma] if he understood what i ask or if he spoke english because he didn't even try to acknowledge my question.,rep,-1
its office compatible[comma] but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.,programs,0
"the tech guy then said the service center does not do 1-to-1 exchange and i have to direct my concern to the ""sales"" team[comma] which is the retail shop which i bought my netbook from.",service center,-1
the battery life was supposed to be 6 hours[comma] but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.,battery life,-1
the battery never held a charge longer than one hour and within two months[comma] stopped holding a charge for more than ten minutes.,charge,-1
i have not had a problem with the applications quitting or freezing.,applications,1
the mouse on the pad[comma] the left button always sticks.,left button,-1
the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic[comma] not to mention the laptop was designed for right handed person.,touch-pad,0
they should have included more memory on their computers if they knew vista would run slowly.,memory,-1
i've had to call apple support to set up my new printer and have had wonderful experiences with helpful[comma] english speaking (from vancouver) techs that walked me through the processes to help me.,techs,1
best thing is i can use existing 32 bit old programs.,programs,1
computer has been at service facility more than in my hands.,service facility,-1
wonderful zooming.,zooming,1
very fast boot up and shut down.,shut down,1
then[comma] one month after the warranty expired[comma] the replacement charger went.,replacement charger,-1
fan noise: the fan made a constant hissing noise in the background.,fan,-1
love the speed[comma] especially!,speed,1
well[comma] i have to say since i bought my mac[comma] i won't ever go back to any windows.,windows,-1
the toshiba laptop i am using is easier to use than most i have tried.,use,1
i take it everywhere with me because it's so easy to carry.,carry,1
but with a way bigger screen[comma] and is able to connect to an hdmi.,hdmi,0
would like more trendy[comma] high tech features.,features,-1
simple to use[comma] and great graphics.,graphics,1
"i'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,-1
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),hard drive,0
) i also tried the touch pad and compared it to other netbooks in the store.,touch pad,0
"no[comma] tey don't even support their own bios and it ""could be a problem with the bios"" how can a company that makes a fairly decent product get away with such insanity??!!",bios,-1
the port is secured to motherboard so when this  happens you can't see the plug at all[comma] it's just gone.,plug,-1
i bought this lap top and the charge time dosen't last as long as they say it will more like 2 hours,charge time,-1
this is my second one and the same problem[comma] bad video card  unreliable overall[comma] this will be my second time returning this laptop back to best buy.,video card,-1
the battery gets so hot it is scary.,battery,-1
i was looking too closely at the other performance specs and while comparing[comma] i took it for granted that these features were standard.,features,0
i wish the volume could be louder and the mouse didnt break after only a month.,volume,-1
_ i would  rather spend my money on a computer that costs more then a toshiba that  isn't good at all.,costs,-1
as a computer science student in college[comma] i find that the portability[comma] longevity[comma] and ease of use of this computer make me (shockingly) want to do homework more;,portability,1
_ also[comma] the battery does not last very long at all.,battery,-1
it had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,-1
i sent it back to toshiba twice they covered it under the  warranty.,warranty,1
apparently well-built and gorgeous to look at[comma] the i5 macbook pro is a winning combination of price and performance.,performance,1
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",budget,1
 touchpad will take a bit of time to get used to.,touchpad,0
it works great for general internet use[comma] microsoft office apps[comma] home bookkeeping[comma] etc.,internet use,1
i like those programs better than office and you can save your files to be completely compatible with the office programs as well.,office programs,0
it has just enough ram to run smoothly and enough memory to satisfy my needs.,memory,1
i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,1
it is easy to use[comma] its keyboard easily accommodates large hands[comma] and its weight is fantasic.,keyboard,1
the start menu is not the easiest thing to navigate due to the stacking.,navigate,-1
navigation through the computer is far superior compared to windows operating systems[comma] as well.,navigation,1
while the keyboard itself is alright[comma] the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.,keyboard,1
the service i received from toshiba went above and beyond the call of duty.,service,1
the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,1
it gives me the power and speed that i need to run all the programs i use to edit.,power,1
the design is awesome[comma] quality is unprecedented.,quality,1
it had most of the features and all of the power that i wanted to replace my desktop machine.,power,1
the mac snow leopard o/s is extremely easy to use[comma] although very different than win xp[comma] visa or win7.,win7,0
also[comma] if you need to talk to a representive at microsoft[comma] there is a charge[comma] which i believe is robbery[comma] since you are charged enormous amounts for a very badly designed system[comma] which most people would have went with xp if they could.,xp,1
drivers updated ok but the bios update froze the system up and the computer shut down.,bios update,-1
took me 11 hours[comma] 3 trips to different fedex offices[comma] and brutal conversations with 14 of the worse it support technicians in the world.,it support technicians,-1
the dv4 boasted a faster processor[comma] more memory[comma] and a bigger hard drive than my old computer[comma] plus a better quality web cam[comma] nicer screen[comma] and many other features.,memory,1
but guess what?  (you have to buy an external dvd drive it doesn't have a built in type) the notebook can't be used because it doesn't read anything for an external drive.,external drive,-1
yes[comma] a mac is much more money than the average laptop out there[comma] but there is no comparison in style[comma] speed and just cool factor.,style,1
so[comma] i took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.,fan,0
the programs are great[comma] like iphoto (love the editing capabilities)[comma] imail (which can incorporate with the address book on the ipod and ipad)[comma] imovie[comma] etc.,imail,1
good keyboard[comma] long battery life[comma] largest hard drive and windows 7.,hard drive,1
for the not so good[comma] i got the stock screen - which is very glossy.,stock screen,-1
apple is always great about the aesthetics of things[comma] they always come up with good looking products.,aesthetics,1
took several hours with customer support before i could even start the pc out of the box.,customer support,-1
i had to pay for the shipping!,shipping,-1
_ it is easy to use[comma] fast and has great graphics for the money.,use,1
the os is also very user friendly[comma] even for those that switch from a pc[comma] with a little practice you can take full advantage of this os!,os,1
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it.,safari,-1
all the programs are easy and straight forward on my macbook pro[comma] it is clean and organized[comma] which i always strive to be myself.,programs,1
it could be a perfect laptop if it would have faster system memory and its radeon 5850 would have ddr5 instead of ddr3.,ddr3,-1
not to mention it has shit gigs.,gigs,-1
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),sata controller,0
it is absolutely horrible to use[comma] despite all its so called advanced features.,use,-1
it is easy to use and lightweight.,use,1
the computer runs very fast with no problems and the ilife software that comes with it (iphoto[comma] imovie[comma] iweb[comma] itunes[comma] garageband) is all very helpful as well.,runs,1
even though it is running snow leopard[comma] 2.4 ghz c2d is a bit of an antiquated cpu and thus the occasional spinning wheel would appear when running office mac applications such as word or excel.,spinning wheel,-1
great os[comma] fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.,os,1
i believe that the quality of a mac is worth the price.,quality,1
but[comma] for the cost this is a winner.,cost,1
on my powerbook g4 i would never use the trackpad i would use an external mouse because i didn't like the trackpad.,trackpad,-1
with the upgraded memory[comma] the macbook pro never has an issue running many many applications at once!,upgraded memory,1
